dates     glaicer snow_cover sd t2m tp sden z sdor lsm pt
20200212: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200213: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200214: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200215: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200216: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200217: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200218: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200219: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200220: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200221: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200222: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200223: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200224: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200225: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200226: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200227: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200228: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200229: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200301: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200302: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200303: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200304: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200305: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200306: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200307: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200308: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200309: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200310: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200311: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200312: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200313: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200314: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200315: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200316: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200317: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200318: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200319: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200320: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200321: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200322: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200323: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200324: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200325: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200326: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200327: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200328: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200329: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200330: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200331: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200401: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200402: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200403: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200404: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200405: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200406: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200407: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200408: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200409: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200410: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200411: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200412: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200413: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200414: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200415: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200416: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200417: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200418: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200419: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200420: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200421: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200422: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200423: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200424: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200425: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200426: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200427: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200428: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200429: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200430: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200501: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200502: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200503: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200504: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200505: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200506: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200507: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200508: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200509: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200510: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200511: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200512: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200513: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200514: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200515: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200516: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200517: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200518: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200519: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200520: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200521: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200522: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200523: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200524: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200525: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200526: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200527: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200528: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200529: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200530: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200531: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200601: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200602: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200603: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200604: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200605: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200606: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200607: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200608: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200609: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200610: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200611: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200612: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200613: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200614: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200615: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200616: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200617: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200618: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200619: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200620: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200621: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200622: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200623: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200624: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200625: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200626: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200627: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200628: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200629: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200630: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200701: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200702: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200703: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200704: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200705: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200706: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200707: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200708: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200709: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200710: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200711: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200712: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200713: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200714: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200715: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200716: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200717: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200718: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200719: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200720: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200721: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200722: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200723: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200724: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200725: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200726: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200727: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200728: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200729: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200730: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200731: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200801: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200802: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200803: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200804: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200805: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200806: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200807: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200808: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200809: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200810: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200811: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200812: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200813: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200814: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200815: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200816: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200817: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200818: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200819: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200820: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200821: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200822: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200823: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200824: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200825: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200826: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200827: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200828: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200829: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200830: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200831: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200901: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200902: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200903: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200904: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200905: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200906: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200907: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200908: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200909: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200910: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200911: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200912: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200913: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200914: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200915: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200916: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200917: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200918: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200919: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200920: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200921: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200922: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200923: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200924: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200925: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200926: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200927: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200928: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200929: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20200930: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201001: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201002: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201003: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201004: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201005: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201006: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201007: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201008: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201009: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201010: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201011: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201012: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201013: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201014: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201015: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201016: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201017: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201018: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201019: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201020: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201021: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201022: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201023: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201024: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201025: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201026: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201027: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201028: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201029: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201030: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201031: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201101: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201102: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201103: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201104: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201105: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201106: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201107: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201108: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201109: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201110: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201111: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201112: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201113: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201114: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201115: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201116: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201117: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201118: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201119: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201120: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201121: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201122: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201123: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201124: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201125: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201126: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201127: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201128: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201129: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201130: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201201: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201202: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201203: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201204: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201205: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201206: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201207: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201208: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201209: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201210: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201211: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201212: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201213: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201214: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201215: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201216: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201217: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201218: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201219: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201220: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201221: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201222: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201223: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201224: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201225: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201226: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201227: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201228: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201229: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201230: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20201231: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210101: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210102: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210103: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210104: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210105: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210106: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210107: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210108: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210109: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210110: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210111: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210112: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210113: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210114: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210115: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210116: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210117: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210118: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210119: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210120: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210121: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210122: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210123: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210124: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210125: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210126: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210127: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210128: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210129: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210130: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210131: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210201: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210202: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210203: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210204: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210205: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210206: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210207: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210208: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210209: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210210: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210211: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210212: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210213: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210214: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210215: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210216: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210217: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210218: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210219: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210220: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210221: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210222: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210223: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210224: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210225: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210226: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210227: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210228: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210301: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210302: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210303: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210304: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210305: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210306: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210307: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210308: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210309: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210310: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210311: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210312: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210313: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210314: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210315: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210316: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
