dates/tags 1 2 3 4 5 6 7 8 9 10 11 12 
20170714 nah nah nah valid valid valid valid nah nah nah nah nah
20170715 nah nah nah valid valid valid valid nah nah nah nah nah
20170716 nah nah nah valid valid valid valid nah nah nah nah nah
20170717 nah nah nah valid valid valid valid nah nah nah nah nah
20170718 nah nah nah valid valid valid valid nah nah nah nah nah
20170719 nah nah nah valid valid valid valid nah nah nah nah nah
20170720 nah nah nah valid valid valid valid nah nah nah nah nah
20170721 nah nah nah valid valid valid valid nah nah nah nah nah
20170722 nah nah nah valid valid valid valid nah nah nah nah nah
20170723 nah nah nah valid valid valid valid nah nah nah nah nah
20170724 nah nah nah valid valid valid valid nah nah nah nah nah
20170725 nah nah nah valid valid valid valid nah nah nah nah nah
20170726 nah nah nah valid valid valid valid nah nah nah nah nah
20170727 nah nah nah valid valid valid valid nah nah nah nah nah
20170728 nah nah nah valid valid valid valid nah nah nah nah nah
20170729 nah nah nah valid valid valid valid nah nah nah nah nah
20170730 nah nah nah valid valid valid valid nah nah nah nah nah
20170731 nah nah nah valid valid valid valid nah nah nah nah nah
20170801 nah nah nah nah valid valid valid valid nah nah nah nah
20170802 nah nah nah nah valid valid valid valid nah nah nah nah
20170803 nah nah nah nah valid valid valid valid nah nah nah nah
20170804 nah nah nah nah valid valid valid valid nah nah nah nah
20170805 nah nah nah nah valid valid valid valid nah nah nah nah
20170806 nah nah nah nah valid valid valid valid nah nah nah nah
20170807 nah nah nah nah valid valid valid valid nah nah nah nah
20170808 nah nah nah nah valid valid valid valid nah nah nah nah
20170809 nah nah nah nah valid valid valid valid nah nah nah nah
20170810 nah nah nah nah valid valid valid valid nah nah nah nah
20170811 nah nah nah nah valid valid valid valid nah nah nah nah
20170812 nah nah nah nah valid valid valid valid nah nah nah nah
20170813 nah nah nah nah valid valid valid valid nah nah nah nah
20170814 nah nah nah nah valid valid valid valid nah nah nah nah
20170815 nah nah nah nah valid valid valid valid nah nah nah nah
20170816 nah nah nah nah valid valid valid valid nah nah nah nah
20170817 nah nah nah nah valid valid valid valid nah nah nah nah
20170818 nah nah nah nah valid valid valid valid nah nah nah nah
20170819 nah nah nah nah valid valid valid valid nah nah nah nah
20170820 nah nah nah nah valid valid valid valid nah nah nah nah
20170821 nah nah nah nah valid valid valid valid nah nah nah nah
20170822 nah nah nah nah valid valid valid valid nah nah nah nah
20170823 nah nah nah nah valid valid valid valid nah nah nah nah
20170824 nah nah nah nah valid valid valid valid nah nah nah nah
20170825 nah nah nah nah valid valid valid valid nah nah nah nah
20170826 nah nah nah nah valid valid valid valid nah nah nah nah
20170827 nah nah nah nah valid valid valid valid nah nah nah nah
20170828 nah nah nah nah valid valid valid valid nah nah nah nah
20170829 nah nah nah nah valid valid valid valid nah nah nah nah
20170830 nah nah nah nah valid valid valid valid nah nah nah nah
20170831 nah nah nah nah valid valid valid valid nah nah nah nah
20170901 nah nah nah nah nah valid valid valid valid nah nah nah
20170902 nah nah nah nah nah valid valid valid valid nah nah nah
20170903 nah nah nah nah nah valid valid valid valid nah nah nah
20170904 nah nah nah nah nah valid valid valid valid nah nah nah
20170905 nah nah nah nah nah valid valid valid valid nah nah nah
20170906 nah nah nah nah nah valid valid valid valid nah nah nah
20170907 nah nah nah nah nah valid valid valid valid nah nah nah
20170908 nah nah nah nah nah valid valid valid valid nah nah nah
20170909 nah nah nah nah nah valid valid valid valid nah nah nah
20170910 nah nah nah nah nah valid valid valid valid nah nah nah
20170911 nah nah nah nah nah valid valid valid valid nah nah nah
20170912 nah nah nah nah nah valid valid valid valid nah nah nah
20170913 nah nah nah nah nah valid valid valid valid nah nah nah
20170914 nah nah nah nah nah valid valid valid valid nah nah nah
20170915 nah nah nah nah nah valid valid valid valid nah nah nah
20170916 nah nah nah nah nah valid valid valid valid nah nah nah
20170917 nah nah nah nah nah valid valid valid valid nah nah nah
20170918 nah nah nah nah nah valid valid valid valid nah nah nah
20170919 nah nah nah nah nah valid valid valid valid nah nah nah
20170920 nah nah nah nah nah valid valid valid valid nah nah nah
20170921 nah nah nah nah nah valid valid valid valid nah nah nah
20170922 nah nah nah nah nah valid valid valid valid nah nah nah
20170923 nah nah nah nah nah valid valid valid valid nah nah nah
20170924 nah nah nah nah nah valid valid valid valid nah nah nah
20170925 nah nah nah nah nah valid valid valid valid nah nah nah
20170926 nah nah nah nah nah valid valid valid valid nah nah nah
20170927 nah nah nah nah nah valid valid valid valid nah nah nah
20170928 nah nah nah nah nah valid valid valid valid nah nah nah
20170929 nah nah nah nah nah valid valid valid valid nah nah nah
20170930 nah nah nah nah nah valid valid valid valid nah nah nah
20171001 nah nah nah nah nah nah valid valid valid valid nah nah
20171002 nah nah nah nah nah nah valid valid valid valid nah nah
20171003 nah nah nah nah nah nah valid valid valid valid nah nah
20171004 nah nah nah nah nah nah valid valid valid valid nah nah
20171005 nah nah nah nah nah nah valid valid valid valid nah nah
20171006 nah nah nah nah nah nah valid valid valid valid nah nah
20171007 nah nah nah nah nah nah valid valid valid valid nah nah
20171008 nah nah nah nah nah nah valid valid valid valid nah nah
20171009 nah nah nah nah nah nah valid valid valid valid nah nah
20171010 nah nah nah nah nah nah valid valid valid valid nah nah
20171011 nah nah nah nah nah nah valid valid valid valid nah nah
20171012 nah nah nah nah nah nah valid valid valid valid nah nah
20171013 nah nah nah nah nah nah valid valid valid valid nah nah
20171014 nah nah nah nah nah nah valid valid valid valid nah nah
20171015 nah nah nah nah nah nah valid valid valid valid nah nah
20171016 nah nah nah nah nah nah valid valid valid valid nah nah
20171017 nah nah nah nah nah nah valid valid valid valid nah nah
20171018 nah nah nah nah nah nah valid valid valid valid nah nah
20171019 nah nah nah nah nah nah valid valid valid valid nah nah
20171020 nah nah nah nah nah nah valid valid valid valid nah nah
20171021 nah nah nah nah nah nah valid valid valid valid nah nah
20171022 nah nah nah nah nah nah valid valid valid valid nah nah
20171023 nah nah nah nah nah nah valid valid valid valid nah nah
20171024 nah nah nah nah nah nah valid valid valid valid nah nah
20171025 nah nah nah nah nah nah valid valid valid valid nah nah
20171026 nah nah nah nah nah nah valid valid valid valid nah nah
20171027 nah nah nah nah nah nah valid valid valid valid nah nah
20171028 nah nah nah nah nah nah valid valid valid valid nah nah
20171029 nah nah nah nah nah nah valid valid valid valid nah nah
20171030 nah nah nah nah nah nah valid valid valid valid nah nah
20171031 nah nah nah nah nah nah valid valid valid valid nah nah
20171101 nah nah nah nah nah nah nah valid valid valid valid nah
20171102 nah nah nah nah nah nah nah valid valid valid valid nah
20171103 nah nah nah nah nah nah nah valid valid valid valid nah
20171104 nah nah nah nah nah nah nah valid valid valid valid nah
20171105 nah nah nah nah nah nah nah valid valid valid valid nah
20171106 nah nah nah nah nah nah nah valid valid valid valid nah
20171107 nah nah nah nah nah nah nah valid valid valid valid nah
20171108 nah nah nah nah nah nah nah valid valid valid valid nah
20171109 nah nah nah nah nah nah nah valid valid valid valid nah
20171110 nah nah nah nah nah nah nah valid valid valid valid nah
20171111 nah nah nah nah nah nah nah valid valid valid valid nah
20171112 nah nah nah nah nah nah nah valid valid valid valid nah
20171113 nah nah nah nah nah nah nah valid valid valid valid nah
20171114 nah nah nah nah nah nah nah valid valid valid valid nah
20171115 nah nah nah nah nah nah nah valid valid valid valid nah
20171116 nah nah nah nah nah nah nah valid valid valid valid nah
20171117 nah nah nah nah nah nah nah valid valid valid valid nah
20171118 nah nah nah nah nah nah nah valid valid valid valid nah
20171119 nah nah nah nah nah nah nah valid valid valid valid nah
20171120 nah nah nah nah nah nah nah valid valid valid valid nah
20171121 nah nah nah nah nah nah nah valid valid valid valid nah
20171122 nah nah nah nah nah nah nah valid valid valid valid nah
20171123 nah nah nah nah nah nah nah valid valid valid valid nah
20171124 nah nah nah nah nah nah nah valid valid valid valid nah
20171125 nah nah nah nah nah nah nah valid valid valid valid nah
20171126 nah nah nah nah nah nah nah valid valid valid valid nah
20171127 nah nah nah nah nah nah nah valid valid valid valid nah
20171128 nah nah nah nah nah nah nah valid valid valid valid nah
20171129 nah nah nah nah nah nah nah valid valid valid valid nah
20171130 nah nah nah nah nah nah nah valid valid valid valid nah
20171201 nah nah nah nah nah nah nah nah valid valid valid valid
20171202 nah nah nah nah nah nah nah nah valid valid valid valid
20171203 nah nah nah nah nah nah nah nah valid valid valid valid
20171204 nah nah nah nah nah nah nah nah valid valid valid valid
20171205 nah nah nah nah nah nah nah nah valid valid valid valid
20171206 nah nah nah nah nah nah nah nah valid valid valid valid
20171207 nah nah nah nah nah nah nah nah valid valid valid valid
20171208 nah nah nah nah nah nah nah nah valid valid valid valid
20171209 nah nah nah nah nah nah nah nah valid valid valid valid
20171210 nah nah nah nah nah nah nah nah valid valid valid valid
20171211 nah nah nah nah nah nah nah nah valid valid valid valid
20171212 nah nah nah nah nah nah nah nah valid valid valid valid
20171213 nah nah nah nah nah nah nah nah valid valid valid valid
20171214 nah nah nah nah nah nah nah nah valid valid valid valid
20171215 nah nah nah nah nah nah nah nah valid valid valid valid
20171216 nah nah nah nah nah nah nah nah valid valid valid valid
20171217 nah nah nah nah nah nah nah nah valid valid valid valid
20171218 nah nah nah nah nah nah nah nah valid valid valid valid
20171219 nah nah nah nah nah nah nah nah valid valid valid valid
20171220 nah nah nah nah nah nah nah nah valid valid valid valid
20171221 nah nah nah nah nah nah nah nah valid valid valid valid
20171222 nah nah nah nah nah nah nah nah valid valid valid valid
20171223 nah nah nah nah nah nah nah nah valid valid valid valid
20171224 nah nah nah nah nah nah nah nah valid valid valid valid
20171225 nah nah nah nah nah nah nah nah valid valid valid valid
20171226 nah nah nah nah nah nah nah nah valid valid valid valid
20171227 nah nah nah nah nah nah nah nah valid valid valid valid
20171228 nah nah nah nah nah nah nah nah valid valid valid valid
20171229 nah nah nah nah nah nah nah nah valid valid valid valid
20171230 nah nah nah nah nah nah nah nah valid valid valid valid
20171231 nah nah nah nah nah nah nah nah valid valid valid valid
20180101 valid nah nah nah nah nah nah nah nah valid valid valid
20180102 valid nah nah nah nah nah nah nah nah valid valid valid
20180103 valid nah nah nah nah nah nah nah nah valid valid valid
20180104 valid nah nah nah nah nah nah nah nah valid valid valid
20180105 valid nah nah nah nah nah nah nah nah valid valid valid
20180106 valid nah nah nah nah nah nah nah nah valid valid valid
20180107 valid nah nah nah nah nah nah nah nah valid valid valid
20180108 valid nah nah nah nah nah nah nah nah valid valid valid
20180109 valid nah nah nah nah nah nah nah nah valid valid valid
20180110 valid nah nah nah nah nah nah nah nah valid valid valid
20180111 valid nah nah nah nah nah nah nah nah valid valid valid
20180112 valid nah nah nah nah nah nah nah nah valid valid valid
20180113 valid nah nah nah nah nah nah nah nah valid valid valid
20180114 valid nah nah nah nah nah nah nah nah valid valid valid
20180115 valid nah nah nah nah nah nah nah nah valid valid valid
20180116 valid nah nah nah nah nah nah nah nah valid valid valid
20180117 valid nah nah nah nah nah nah nah nah valid valid valid
20180118 valid nah nah nah nah nah nah nah nah valid valid valid
20180119 valid nah nah nah nah nah nah nah nah valid valid valid
20180120 valid nah nah nah nah nah nah nah nah valid valid valid
20180121 valid nah nah nah nah nah nah nah nah valid valid valid
20180122 valid nah nah nah nah nah nah nah nah valid valid valid
20180123 valid nah nah nah nah nah nah nah nah valid valid valid
20180124 valid nah nah nah nah nah nah nah nah valid valid valid
20180125 valid nah nah nah nah nah nah nah nah valid valid valid
20180126 valid nah nah nah nah nah nah nah nah valid valid valid
20180127 valid nah nah nah nah nah nah nah nah valid valid valid
20180128 valid nah nah nah nah nah nah nah nah valid valid valid
20180129 valid nah nah nah nah nah nah nah nah valid valid valid
20180130 valid nah nah nah nah nah nah nah nah valid valid valid
20180131 valid nah nah nah nah nah nah nah nah nah valid valid
20180201 valid valid nah nah nah nah nah nah nah nah valid valid
20180202 valid valid nah nah nah nah nah nah nah nah valid valid
20180203 valid valid nah nah nah nah nah nah nah nah valid valid
20180204 valid valid nah nah nah nah nah nah nah nah valid valid
20180205 valid valid nah nah nah nah nah nah nah nah valid valid
20180206 valid valid nah nah nah nah nah nah nah nah valid valid
20180207 valid valid nah nah nah nah nah nah nah nah valid valid
20180208 valid valid nah nah nah nah nah nah nah nah valid valid
20180209 valid valid nah nah nah nah nah nah nah nah valid valid
20180210 valid valid nah nah nah nah nah nah nah nah valid valid
20180211 valid valid nah nah nah nah nah nah nah nah valid valid
20180212 valid valid nah nah nah nah nah nah nah nah valid valid
20180213 valid valid nah nah nah nah nah nah nah nah valid valid
20180214 valid valid nah nah nah nah nah nah nah nah valid valid
20180215 valid valid nah nah nah nah nah nah nah nah valid valid
20180216 valid valid nah nah nah nah nah nah nah nah valid valid
20180217 valid valid nah nah nah nah nah nah nah nah valid valid
20180218 valid valid nah nah nah nah nah nah nah nah valid valid
20180219 valid valid nah nah nah nah nah nah nah nah valid valid
20180220 valid valid nah nah nah nah nah nah nah nah valid valid
20180221 valid valid nah nah nah nah nah nah nah nah valid valid
20180222 valid valid nah nah nah nah nah nah nah nah valid valid
20180223 valid valid nah nah nah nah nah nah nah nah valid valid
20180224 valid valid nah nah nah nah nah nah nah nah valid valid
20180225 valid valid nah nah nah nah nah nah nah nah valid valid
20180226 valid valid nah nah nah nah nah nah nah nah valid valid
20180227 valid valid nah nah nah nah nah nah nah nah valid valid
20180228 valid valid nah nah nah nah nah nah nah nah nah valid
20180301 valid valid valid nah nah nah nah nah nah nah nah valid
20180302 valid valid valid nah nah nah nah nah nah nah nah valid
20180303 valid valid valid nah nah nah nah nah nah nah nah valid
20180304 valid valid valid nah nah nah nah nah nah nah nah valid
20180305 valid valid valid nah nah nah nah nah nah nah nah valid
20180306 valid valid valid nah nah nah nah nah nah nah nah valid
20180307 valid valid valid nah nah nah nah nah nah nah nah valid
20180308 valid valid valid nah nah nah nah nah nah nah nah valid
20180309 valid valid valid nah nah nah nah nah nah nah nah valid
20180310 valid valid valid nah nah nah nah nah nah nah nah valid
20180311 valid valid valid nah nah nah nah nah nah nah nah valid
20180312 valid valid valid nah nah nah nah nah nah nah nah valid
20180313 valid valid valid nah nah nah nah nah nah nah nah valid
20180314 valid valid valid nah nah nah nah nah nah nah nah valid
20180315 valid valid valid nah nah nah nah nah nah nah nah valid
20180316 valid valid valid nah nah nah nah nah nah nah nah valid
20180317 valid valid valid nah nah nah nah nah nah nah nah valid
20180318 valid valid valid nah nah nah nah nah nah nah nah valid
20180319 valid valid valid nah nah nah nah nah nah nah nah valid
20180320 valid valid valid nah nah nah nah nah nah nah nah valid
20180321 valid valid valid nah nah nah nah nah nah nah nah valid
20180322 valid valid valid nah nah nah nah nah nah nah nah valid
20180323 valid valid valid nah nah nah nah nah nah nah nah valid
20180324 valid valid valid nah nah nah nah nah nah nah nah valid
20180325 valid valid valid nah nah nah nah nah nah nah nah valid
20180326 valid valid valid nah nah nah nah nah nah nah nah valid
20180327 valid valid valid nah nah nah nah nah nah nah nah valid
20180328 valid valid valid nah nah nah nah nah nah nah nah valid
20180329 valid valid valid nah nah nah nah nah nah nah nah valid
20180330 valid valid valid nah nah nah nah nah nah nah nah valid
20180331 valid valid valid nah nah nah nah nah nah nah nah nah
20180401 valid valid valid valid nah nah nah nah nah nah nah nah
20180402 valid valid valid valid nah nah nah nah nah nah nah nah
20180403 valid valid valid valid nah nah nah nah nah nah nah nah
20180404 valid valid valid valid nah nah nah nah nah nah nah nah
20180405 valid valid valid valid nah nah nah nah nah nah nah nah
20180406 valid valid valid valid nah nah nah nah nah nah nah nah
20180407 valid valid valid valid nah nah nah nah nah nah nah nah
20180408 valid valid valid valid nah nah nah nah nah nah nah nah
20180409 valid valid valid valid nah nah nah nah nah nah nah nah
20180410 valid valid valid valid nah nah nah nah nah nah nah nah
20180411 valid valid valid valid nah nah nah nah nah nah nah nah
20180412 valid valid valid valid nah nah nah nah nah nah nah nah
20180413 valid valid valid valid nah nah nah nah nah nah nah nah
20180414 valid valid valid valid nah nah nah nah nah nah nah nah
20180415 valid valid valid valid nah nah nah nah nah nah nah nah
20180416 valid valid valid valid nah nah nah nah nah nah nah nah
20180417 valid valid valid valid nah nah nah nah nah nah nah nah
20180418 valid valid valid valid nah nah nah nah nah nah nah nah
20180419 valid valid valid valid nah nah nah nah nah nah nah nah
20180420 valid valid valid valid nah nah nah nah nah nah nah nah
20180421 valid valid valid valid nah nah nah nah nah nah nah nah
20180422 valid valid valid valid nah nah nah nah nah nah nah nah
20180423 valid valid valid valid nah nah nah nah nah nah nah nah
20180424 valid valid valid valid nah nah nah nah nah nah nah nah
20180425 valid valid valid valid nah nah nah nah nah nah nah nah
20180426 valid valid valid valid nah nah nah nah nah nah nah nah
20180427 valid valid valid valid nah nah nah nah nah nah nah nah
20180428 valid valid valid valid nah nah nah nah nah nah nah nah
20180429 valid valid valid valid nah nah nah nah nah nah nah nah
20180430 valid valid valid valid nah nah nah nah nah nah nah nah
20180501 nah valid valid valid valid nah nah nah nah nah nah nah
20180502 nah valid valid valid valid nah nah nah nah nah nah nah
20180503 nah valid valid valid valid nah nah nah nah nah nah nah
20180504 nah valid valid valid valid nah nah nah nah nah nah nah
20180505 nah valid valid valid valid nah nah nah nah nah nah nah
20180506 nah valid valid valid valid nah nah nah nah nah nah nah
20180507 nah valid valid valid valid nah nah nah nah nah nah nah
20180508 nah valid valid valid valid nah nah nah nah nah nah nah
20180509 nah valid valid valid valid nah nah nah nah nah nah nah
20180510 nah valid valid valid valid nah nah nah nah nah nah nah
20180511 nah valid valid valid valid nah nah nah nah nah nah nah
20180512 nah valid valid valid valid nah nah nah nah nah nah nah
20180513 nah valid valid valid valid nah nah nah nah nah nah nah
20180514 nah valid valid valid valid nah nah nah nah nah nah nah
20180515 nah valid valid valid valid nah nah nah nah nah nah nah
20180516 nah valid valid valid valid nah nah nah nah nah nah nah
20180517 nah valid valid valid valid nah nah nah nah nah nah nah
20180518 nah valid valid valid valid nah nah nah nah nah nah nah
20180519 nah valid valid valid valid nah nah nah nah nah nah nah
20180520 nah valid valid valid valid nah nah nah nah nah nah nah
20180521 nah valid valid valid valid nah nah nah nah nah nah nah
20180522 nah valid valid valid valid nah nah nah nah nah nah nah
20180523 nah valid valid valid valid nah nah nah nah nah nah nah
20180524 nah valid valid valid valid nah nah nah nah nah nah nah
20180525 nah valid valid valid valid nah nah nah nah nah nah nah
20180526 nah valid valid valid valid nah nah nah nah nah nah nah
20180527 nah valid valid valid valid nah nah nah nah nah nah nah
20180528 nah valid valid valid valid nah nah nah nah nah nah nah
20180529 nah valid valid valid valid nah nah nah nah nah nah nah
20180530 nah valid valid valid valid nah nah nah nah nah nah nah
20180531 nah valid valid valid valid nah nah nah nah nah nah nah
20180601 nah nah valid valid valid valid nah nah nah nah nah nah
20180602 nah nah valid valid valid valid nah nah nah nah nah nah
20180603 nah nah valid valid valid valid nah nah nah nah nah nah
20180604 nah nah valid valid valid valid nah nah nah nah nah nah
20180605 nah nah valid valid valid valid nah nah nah nah nah nah
20180606 nah nah valid valid valid valid nah nah nah nah nah nah
20180607 nah nah valid valid valid valid nah nah nah nah nah nah
20180608 nah nah valid valid valid valid nah nah nah nah nah nah
20180609 nah nah valid valid valid valid nah nah nah nah nah nah
20180610 nah nah valid valid valid valid nah nah nah nah nah nah
20180611 nah nah valid valid valid valid nah nah nah nah nah nah
20180612 nah nah valid valid valid valid nah nah nah nah nah nah
20180613 nah nah valid valid valid valid nah nah nah nah nah nah
20180614 nah nah valid valid valid valid nah nah nah nah nah nah
20180615 nah nah valid valid valid valid nah nah nah nah nah nah
20180616 nah nah valid valid valid valid nah nah nah nah nah nah
20180617 nah nah valid valid valid valid nah nah nah nah nah nah
20180618 nah nah valid valid valid valid nah nah nah nah nah nah
20180619 nah nah valid valid valid valid nah nah nah nah nah nah
20180620 nah nah valid valid valid valid nah nah nah nah nah nah
20180621 nah nah valid valid valid valid nah nah nah nah nah nah
20180622 nah nah valid valid valid valid nah nah nah nah nah nah
20180623 nah nah valid valid valid valid nah nah nah nah nah nah
20180624 nah nah valid valid valid valid nah nah nah nah nah nah
20180625 nah nah valid valid valid valid nah nah nah nah nah nah
20180626 nah nah valid valid valid valid nah nah nah nah nah nah
20180627 nah nah valid valid valid valid nah nah nah nah nah nah
20180628 nah nah valid valid valid valid nah nah nah nah nah nah
20180629 nah nah valid valid valid valid nah nah nah nah nah nah
20180630 nah nah valid valid valid valid nah nah nah nah nah nah
20180701 nah nah nah valid valid valid valid nah nah nah nah nah
20180702 nah nah nah valid valid valid valid nah nah nah nah nah
20180703 nah nah nah valid valid valid valid nah nah nah nah nah
20180704 nah nah nah valid valid valid valid nah nah nah nah nah
20180705 nah nah nah valid valid valid valid nah nah nah nah nah
20180706 nah nah nah valid valid valid valid nah nah nah nah nah
20180707 nah nah nah valid valid valid valid nah nah nah nah nah
20180708 nah nah nah valid valid valid valid nah nah nah nah nah
20180709 nah nah nah valid valid valid valid nah nah nah nah nah
20180710 nah nah nah valid valid valid valid nah nah nah nah nah
20180711 nah nah nah valid valid valid valid nah nah nah nah nah
20180712 nah nah nah valid valid valid valid nah nah nah nah nah
20180713 nah nah nah valid valid valid valid nah nah nah nah nah
20180714 nah nah nah valid valid valid valid nah nah nah nah nah
20180715 nah nah nah valid valid valid valid nah nah nah nah nah
20180716 nah nah nah valid valid valid valid nah nah nah nah nah
20180717 nah nah nah valid valid valid valid nah nah nah nah nah
20180718 nah nah nah valid valid valid valid nah nah nah nah nah
20180719 nah nah nah valid valid valid valid nah nah nah nah nah
20180720 nah nah nah valid valid valid valid nah nah nah nah nah
20180721 nah nah nah valid valid valid valid nah nah nah nah nah
20180722 nah nah nah valid valid valid valid nah nah nah nah nah
20180723 nah nah nah valid valid valid valid nah nah nah nah nah
20180724 nah nah nah valid valid valid valid nah nah nah nah nah
20180725 nah nah nah valid valid valid valid nah nah nah nah nah
20180726 nah nah nah valid valid valid valid nah nah nah nah nah
20180727 nah nah nah valid valid valid valid nah nah nah nah nah
20180728 nah nah nah valid valid valid valid nah nah nah nah nah
20180729 nah nah nah valid valid valid valid nah nah nah nah nah
20180730 nah nah nah valid valid valid valid nah nah nah nah nah
20180731 nah nah nah valid valid valid valid nah nah nah nah nah
20180801 nah nah nah nah valid valid valid valid nah nah nah nah
20180802 nah nah nah nah valid valid valid valid nah nah nah nah
20180803 nah nah nah nah valid valid valid valid nah nah nah nah
20180804 nah nah nah nah valid valid valid valid nah nah nah nah
20180805 nah nah nah nah valid valid valid valid nah nah nah nah
20180806 nah nah nah nah valid valid valid valid nah nah nah nah
20180807 nah nah nah nah valid valid valid valid nah nah nah nah
20180808 nah nah nah nah valid valid valid valid nah nah nah nah
20180809 nah nah nah nah valid valid valid valid nah nah nah nah
20180810 nah nah nah nah valid valid valid valid nah nah nah nah
20180811 nah nah nah nah valid valid valid valid nah nah nah nah
20180812 nah nah nah nah valid valid valid valid nah nah nah nah
20180813 nah nah nah nah valid valid valid valid nah nah nah nah
20180814 nah nah nah nah valid valid valid valid nah nah nah nah
20180815 nah nah nah nah valid valid valid valid nah nah nah nah
20180816 nah nah nah nah valid valid valid valid nah nah nah nah
20180817 nah nah nah nah valid valid valid valid nah nah nah nah
20180818 nah nah nah nah valid valid valid valid nah nah nah nah
20180819 nah nah nah nah valid valid valid valid nah nah nah nah
20180820 nah nah nah nah valid valid valid valid nah nah nah nah
20180821 nah nah nah nah valid valid valid valid nah nah nah nah
20180822 nah nah nah nah valid valid valid valid nah nah nah nah
20180823 nah nah nah nah valid valid valid valid nah nah nah nah
20180824 nah nah nah nah valid valid valid valid nah nah nah nah
20180825 nah nah nah nah valid valid valid valid nah nah nah nah
20180826 nah nah nah nah valid valid valid valid nah nah nah nah
20180827 nah nah nah nah valid valid valid valid nah nah nah nah
20180828 nah nah nah nah valid valid valid valid nah nah nah nah
20180829 nah nah nah nah valid valid valid valid nah nah nah nah
20180830 nah nah nah nah valid valid valid valid nah nah nah nah
20180831 nah nah nah nah valid valid valid valid nah nah nah nah
20180901 nah nah nah nah nah valid valid valid valid nah nah nah
20180902 nah nah nah nah nah valid valid valid valid nah nah nah
20180903 nah nah nah nah nah valid valid valid valid nah nah nah
20180904 nah nah nah nah nah valid valid valid valid nah nah nah
20180905 nah nah nah nah nah valid valid valid valid nah nah nah
20180906 nah nah nah nah nah valid valid valid valid nah nah nah
20180907 nah nah nah nah nah valid valid valid valid nah nah nah
20180908 nah nah nah nah nah valid valid valid valid nah nah nah
20180909 nah nah nah nah nah valid valid valid valid nah nah nah
20180910 nah nah nah nah nah valid valid valid valid nah nah nah
20180911 nah nah nah nah nah valid valid valid valid nah nah nah
20180912 nah nah nah nah nah valid valid valid valid nah nah nah
20180913 nah nah nah nah nah valid valid valid valid nah nah nah
20180914 nah nah nah nah nah valid valid valid valid nah nah nah
20180915 nah nah nah nah nah valid valid valid valid nah nah nah
20180916 nah nah nah nah nah valid valid valid valid nah nah nah
20180917 nah nah nah nah nah valid valid valid valid nah nah nah
20180918 nah nah nah nah nah valid valid valid valid nah nah nah
20180919 nah nah nah nah nah valid valid valid valid nah nah nah
20180920 nah nah nah nah nah valid valid valid valid nah nah nah
20180921 nah nah nah nah nah valid valid valid valid nah nah nah
20180922 nah nah nah nah nah valid valid valid valid nah nah nah
20180923 nah nah nah nah nah valid valid valid valid nah nah nah
20180924 nah nah nah nah nah valid valid valid valid nah nah nah
20180925 nah nah nah nah nah valid valid valid valid nah nah nah
20180926 nah nah nah nah nah valid valid valid valid nah nah nah
20180927 nah nah nah nah nah valid valid valid valid nah nah nah
20180928 nah nah nah nah nah valid valid valid valid nah nah nah
20180929 nah nah nah nah nah valid valid valid valid nah nah nah
20180930 nah nah nah nah nah valid valid valid valid nah nah nah
20181001 nah nah nah nah nah nah valid valid valid valid nah nah
20181002 nah nah nah nah nah nah valid valid valid valid nah nah
20181003 nah nah nah nah nah nah valid valid valid valid nah nah
20181004 nah nah nah nah nah nah valid valid valid valid nah nah
20181005 nah nah nah nah nah nah valid valid valid valid nah nah
20181006 nah nah nah nah nah nah valid valid valid valid nah nah
20181007 nah nah nah nah nah nah valid valid valid valid nah nah
20181008 nah nah nah nah nah nah valid valid valid valid nah nah
20181009 nah nah nah nah nah nah valid valid valid valid nah nah
20181010 nah nah nah nah nah nah valid valid valid valid nah nah
20181011 nah nah nah nah nah nah valid valid valid valid nah nah
20181012 nah nah nah nah nah nah valid valid valid valid nah nah
20181013 nah nah nah nah nah nah valid valid valid valid nah nah
20181014 nah nah nah nah nah nah valid valid valid valid nah nah
20181015 nah nah nah nah nah nah valid valid valid valid nah nah
20181016 nah nah nah nah nah nah valid valid valid valid nah nah
20181017 nah nah nah nah nah nah valid valid valid valid nah nah
20181018 nah nah nah nah nah nah valid valid valid valid nah nah
20181019 nah nah nah nah nah nah valid valid valid valid nah nah
20181020 nah nah nah nah nah nah valid valid valid valid nah nah
20181021 nah nah nah nah nah nah valid valid valid valid nah nah
20181022 nah nah nah nah nah nah valid valid valid valid nah nah
20181023 nah nah nah nah nah nah valid valid valid valid nah nah
20181024 nah nah nah nah nah nah valid valid valid valid nah nah
20181025 nah nah nah nah nah nah valid valid valid valid nah nah
20181026 nah nah nah nah nah nah valid valid valid valid nah nah
20181027 nah nah nah nah nah nah valid valid valid valid nah nah
20181028 nah nah nah nah nah nah valid valid valid valid nah nah
20181029 nah nah nah nah nah nah valid valid valid valid nah nah
20181030 nah nah nah nah nah nah valid valid valid valid nah nah
20181031 nah nah nah nah nah nah valid valid valid valid nah nah
20181101 nah nah nah nah nah nah nah valid valid valid valid nah
20181102 nah nah nah nah nah nah nah valid valid valid valid nah
20181103 nah nah nah nah nah nah nah valid valid valid valid nah
20181104 nah nah nah nah nah nah nah valid valid valid valid nah
20181105 nah nah nah nah nah nah nah valid valid valid valid nah
20181106 nah nah nah nah nah nah nah valid valid valid valid nah
